region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean
WWA,12060000,164.2,-123.397332686713,47.4517680823516,-1264.29,9.5293,0.83,0.08,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.83,0.08,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,27.003183,154.599358342717,618.25629,641.65674,1522.9673,138.50969,641.65674,3124.5,3.2,11.9,796.5,106.7,258.3,5.0,0.5,1.2,0.0,9.89492263003074,11.5938436617671,15,,14,5.10715686108688,14.0,7.550000000000001
WWA,12060500,197.8,-123.384011109982,47.439463855386,-1265.44,9.24167,0.81,0.08,0.08,0.01,0.01,0.0,0.0,0.0,0.01,0.81,0.08,0.07,0.02,0.01,0.0,0.0,0.0,0.01,0.85,0.06,0.07,0.01,0.01,0.0,0.0,0.0,0.0,26.228634,147.758486117338,565.40698,595.86444,1522.9673,32.549393,595.86444,3066.0,3.4,12.2,806.7,90.9,258.2,5.0,0.5,1.2,0.0,9.30901318427747,11.9604250752826,59,,69,5.29229929422247,62.0,7.8
WWA,12062500,14.9,-123.15412575684,47.2920773401462,-1413.0,0.0,0.55,0.18,0.18,0.06,0.03,0.01,0.0,0.0,-0.01,0.59,0.16,0.16,0.06,0.03,0.01,0.0,0.0,-0.01,0.63,0.12,0.15,0.05,0.03,0.01,0.0,0.0,0.0099999999999998,3.6746049,162.567056602537,115.21525,114.56369,162.89352,12.086887,114.56369,2138.5,5.5,15.3,894.7,4.1,258.7,4.9,0.5,1.2,0.0,3.85563560699751,1.69461687810532,7,,5,2.76631910922619,5.0,10.4
WWA,12064500,4.6,-122.823077912969,47.5390861470198,-1388.6,2.49956,0.33,0.26,0.31,0.02,0.01,0.01,0.06,0.0,-2.2204460492503086e-16,0.42,0.27,0.22,0.02,0.01,0.01,0.06,0.0,-0.01,0.62,0.18,0.1,0.02,0.01,0.01,0.06,0.0,0.0,10.14749,219.05806275433,207.03847,238.68204,508.54556,158.03911,238.68204,1672.9,5.4,14.6,881.5,4.9,261.0,4.7,0.6,1.1,0.0,3.70172188714085,6.16947193471807,4,,3,1.7227665977411,3.0,10.0
WWA,12065000,11.1,-122.836704773664,47.5268542336858,-1407.13,1.05378,0.47,0.23,0.23,0.03,0.01,0.01,0.02,0.0,0.0,0.56,0.19,0.18,0.03,0.01,0.01,0.02,0.0,0.0,0.68,0.16,0.09,0.03,0.01,0.01,0.02,0.0,0.0,7.3057065,207.457288090575,169.69009,194.10391,508.54556,103.40649,194.10391,1679.3,5.5,14.9,886.7,4.4,260.9,4.7,0.6,1.1,0.0,2.89251021256903,5.72293456133069,4,,3,2.4932054526027,3.0,10.2
WWA,12065500,3.8,-122.797793561232,47.5580372420604,-1342.87,4.35642,0.75,0.12,0.11,0.03,0.0,0.0,0.0,0.0,-0.01,0.67,0.15,0.14,0.03,0.0,0.0,0.0,0.0,0.0099999999999998,0.77,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,16.014481,55.3720533005751,337.60406,347.80737,534.81244,229.98297,347.80737,1689.0,5.0,14.1,867.1,6.3,259.4,4.6,0.6,1.1,0.0,3.79251999997067,5.76594182592863,21,,20,1.56861591791385,20.0,9.55
WWA,12066000,15.7,-122.815773895771,47.5655730161391,-1356.97,3.75443,0.74,0.1,0.09,0.03,0.01,0.01,0.02,0.0,0.0,0.69,0.11,0.13,0.03,0.01,0.01,0.02,0.0,0.0,0.73,0.12,0.07,0.03,0.01,0.02,0.03,0.0,-0.01,11.259766,290.174353015645,271.57687,288.53574,534.62244,163.36,288.53574,1668.7,5.2,14.4,875.9,5.5,258.4,4.6,0.6,1.1,0.0,3.67496650463854,6.38627264309727,7,,6,2.81540871942271,6.0,9.8
WWA,12067000,2.4,-122.851511197498,47.5267076423438,-1414.9,2.09226,0.47,0.19,0.17,0.02,0.01,0.01,0.14,0.0,-0.01,0.42,0.22,0.19,0.01,0.01,0.01,0.14,0.0,0.0,0.53,0.21,0.08,0.02,0.01,0.01,0.14,0.0,0.0,2.9476748,222.928518157507,163.91751,164.50832,186.81059,147.40894,164.50832,1680.9,5.6,15.1,891.5,3.9,260.7,4.7,0.6,1.1,0.0,3.04801199553942,5.423588279808,4,,3,1.22377543162212,3.0,10.35
WWA,12067500,41.2,-122.857978975387,47.5435782730887,-1396.21,1.56591,0.57,0.17,0.18,0.05,0.01,0.01,0.02,0.0,-0.01,0.57,0.18,0.17,0.05,0.01,0.01,0.02,0.0,-0.01,0.66,0.16,0.09,0.05,0.01,0.01,0.02,0.0,0.0,6.1666718,233.677116864727,174.41071,208.60464,523.88397,110.61382,208.60464,1703.2,5.5,14.8,884.7,4.6,259.8,4.7,0.6,1.1,0.0,3.08028240046348,5.49270445745106,7,,6,3.74242022104197,6.0,10.15
WWA,12068500,47.8,-122.986424181458,47.4996774126965,-1412.33,0.13059,0.61,0.16,0.17,0.04,0.01,0.0,0.0,0.0,0.0099999999999998,0.6,0.17,0.17,0.04,0.01,0.0,0.0,0.0,0.0099999999999998,0.66,0.14,0.15,0.04,0.01,0.0,0.0,0.0,0.0,6.0458632,185.012058064658,126.47105,121.46628,219.47769,21.668535,121.46628,1925.5,5.6,15.2,892.9,3.9,258.9,4.9,0.6,1.1,0.0,3.56469713920346,5.01417341991307,22,,24,3.8877303128591,19.0,10.4
WWA,12069550,33.2,-122.821870600948,47.5967632240409,-1431.82,0.15463,0.67,0.11,0.12,0.05,0.02,0.03,0.0,0.0,0.0,0.68,0.11,0.11,0.05,0.01,0.03,0.0,0.0,0.0099999999999998,0.69,0.09,0.11,0.05,0.02,0.04,0.0,0.0,0.0,5.9520845,318.281171209811,150.63611,151.77449,393.04626,16.089552,151.77449,1577.5,5.7,15.1,893.1,3.8,258.6,4.7,0.6,1.1,0.0,2.5620369655847,4.93620695775984,43,,42,3.53222564406856,25.0,10.4
WWA,12069600,1.6,-122.715364795012,47.732891708088,-1413.0,0.0,0.57,0.04,0.1,0.02,0.01,0.26,0.0,0.0,0.0,0.57,0.04,0.1,0.02,0.01,0.27,0.0,0.0,-0.01,0.56,0.04,0.08,0.02,0.01,0.29,0.0,0.0,0.0,4.7741737,274.771399248436,108.63708,98.156685,130.7066,2.5845466,98.156685,1262.4,6.1,15.4,905.7,2.3,258.8,4.6,0.6,1.1,0.0,8.66732908990685,9.80473207199544,3,,1,0.955511445027436,1.0,10.75
WWA,12069651,15.1,-122.593980451386,47.7821560257479,-1413.0,0.0,0.56,0.15,0.14,0.06,0.05,0.05,0.0,0.0,-0.01,0.61,0.09,0.13,0.06,0.05,0.05,0.0,0.0,0.01,0.5,0.1,0.24,0.06,0.05,0.06,0.0,0.0,-0.01,4.9508381,82.9769128530893,80.588989,79.468735,145.11003,17.740812,79.468735,1114.8,6.2,15.4,914.9,1.7,259.0,4.5,0.6,1.1,0.0,0.733160327501406,1.22237975273777,3,,1,2.77881927199042,1.0,10.8
WWA,12070000,13.8,-122.633973025475,47.7702725519837,-1438.07,0.0,0.48,0.11,0.17,0.08,0.07,0.1,0.0,0.0,-0.01,0.48,0.11,0.16,0.08,0.07,0.1,0.0,0.0,1.11022302462516e-16,0.47,0.1,0.16,0.09,0.07,0.11,0.0,0.0,1.11022302462516e-16,6.6172042,199.551851328117,85.913361,81.682312,144.26643,8.961669,81.682312,1154.5,6.1,15.4,910.5,1.8,259.4,4.6,0.6,1.1,0.0,1.62600038115636,1.9160992355118,25,,48,2.69462718077007,22.0,10.75
WWA,12070045,6.6,-122.672207286886,47.7514954954422,-1413.0,0.0,0.49,0.13,0.13,0.03,0.04,0.19,0.0,0.0,-0.01,0.53,0.08,0.13,0.02,0.04,0.19,0.0,0.0,0.01,0.51,0.08,0.12,0.03,0.04,0.21,0.0,0.0,0.01,3.9804161,112.108975043671,112.32277,101.97089,135.85617,11.594459,101.97089,1215.0,6.1,15.3,906.2,2.1,259.6,4.6,0.6,1.1,0.0,0.464158752833275,0.980436475430745,3,,1,2.02814824729229,1.0,10.7
WWA,12070050,6.6,-122.672165346745,47.7514180721174,-1413.0,0.0,0.49,0.13,0.13,0.03,0.04,0.19,0.0,0.0,-0.01,0.53,0.08,0.13,0.02,0.04,0.19,0.0,0.0,0.01,0.51,0.08,0.13,0.03,0.04,0.21,0.0,0.0,0.0,3.9877253,112.274238613139,112.15094,101.59722,135.85617,7.0799341,101.59722,1215.0,6.1,15.3,906.2,2.1,259.6,4.6,0.6,1.1,0.0,0.899078439954172,1.52657941592094,3,,1,2.02814824729229,1.0,10.7
WWA,12072000,39.8,-122.745540844397,47.5841434100832,-1374.68,2.93448,0.67,0.14,0.07,0.02,0.01,0.05,0.03,0.0,0.0099999999999997,0.73,0.08,0.08,0.02,0.01,0.05,0.03,0.0,0.0,0.74,0.07,0.07,0.02,0.01,0.06,0.03,0.0,-2.2204460492503086e-16,7.6794796,47.9821111512321,141.29546,158.7735,463.91818,20.655287,158.7735,1498.3,5.8,15.1,899.1,3.7,258.3,4.6,0.6,1.1,0.0,2.09618698106815,3.32925803677031,15,,24,3.70868208141012,12.0,10.45
WWA,12072800,9.1,-122.605179216041,47.4149584331005,-1448.72,0.0,0.62,0.11,0.14,0.04,0.02,0.08,0.0,0.0,-0.01,0.61,0.1,0.15,0.04,0.02,0.08,0.0,0.0,0.0,0.59,0.1,0.15,0.04,0.03,0.09,0.0,0.0,0.0,4.6170549,242.373646735746,91.458801,84.117477,132.69757,6.1189704,84.117477,1353.3,6.4,15.6,926.2,2.4,260.6,4.7,0.6,1.1,0.0,2.0385493862613,1.82166492349038,4,,2,2.31253542384721,2.0,11.0
WWA,12073000,25.9,-122.631904835173,47.4435102669628,-1440.66,0.0,0.37,0.12,0.19,0.09,0.07,0.16,0.0,0.0,1.11022302462516e-16,0.38,0.11,0.18,0.09,0.07,0.16,0.0,0.0,0.01,0.35,0.1,0.19,0.1,0.07,0.19,0.0,0.0,2.2204460492503086e-16,4.476028,160.24101925818,82.80661,80.301346,141.85194,4.5391064,80.301346,1375.2,6.4,15.6,925.2,2.6,260.4,4.7,0.6,1.1,0.0,2.72703568725477,1.83717707117191,8,,15,3.29212628660779,5.0,11.0
WWA,12073500,15.5,-122.704737912472,47.4267879881076,-1419.96,0.0,0.59,0.13,0.15,0.04,0.02,0.07,0.0,0.0,0.0,0.54,0.17,0.14,0.04,0.03,0.08,0.0,0.0,-2.2204460492503086e-16,0.52,0.16,0.16,0.04,0.03,0.09,0.0,0.0,-2.2204460492503086e-16,3.6260097,157.195802387701,107.17783,106.29372,163.44569,31.341921,106.29372,1473.1,6.1,15.4,915.0,3.3,261.1,4.6,0.6,1.1,0.0,1.78157516345692,2.32459313242115,62,1.69768984311851,69,2.80336038090654,65.0,10.75
WWA,12075500,36.0,-123.06126051313,47.2901198731287,-1409.07,0.76432,0.42,0.22,0.17,0.08,0.04,0.05,0.02,0.0,0.0,0.51,0.15,0.15,0.09,0.04,0.04,0.02,0.0,0.0,0.56,0.11,0.14,0.08,0.04,0.05,0.02,0.0,0.0,3.5533164,174.300209602387,85.333839,87.086784,148.66583,10.513535,87.086784,1927.7,5.6,15.5,896.5,3.3,261.3,4.8,0.6,1.1,0.0,4.35626372942466,5.17297252533192,2,,1,3.61091791264422,1.0,10.55
WWA,12076500,116.8,-123.232411303013,47.2375536908429,-1392.68,1.20602,0.4,0.31,0.2,0.07,0.02,0.0,0.0,0.0,0.0,0.41,0.29,0.2,0.07,0.02,0.01,0.0,0.0,0.0,0.65,0.13,0.12,0.06,0.02,0.01,0.0,0.0,0.01,3.9433959,156.984867346653,126.53909,131.97597,428.49786,63.136948,131.97597,2218.5,5.3,15.1,890.2,5.0,258.8,4.9,0.5,1.2,0.0,2.41397839118294,2.60338387150494,21,,19,4.76898827121749,19.0,10.2
WWA,12076800,154.7,-123.211952630033,47.2317933208033,-1394.64,1.12125,0.38,0.29,0.19,0.07,0.03,0.05,0.01,0.0,-0.02,0.41,0.26,0.18,0.07,0.03,0.05,0.01,0.0,-0.01,0.62,0.12,0.11,0.07,0.03,0.05,0.01,0.0,-0.01,4.1442275,148.300764332905,116.68301,118.42016,431.03958,8.2461119,118.42016,2156.2,5.3,15.2,891.2,4.7,259.2,4.9,0.5,1.2,0.0,2.67557960158993,2.81206411926743,15,,14,5.04793107883995,19.0,10.25
WWA,12078000,40.7,-123.16470239612,47.1063502661607,-1281.03,6.82686,0.59,0.21,0.12,0.03,0.05,0.0,0.0,0.0,0.0,0.68,0.14,0.1,0.04,0.05,0.0,0.0,0.0,-0.01,0.71,0.11,0.09,0.03,0.04,0.0,0.0,0.0,0.02,9.7566566,81.213314038983,126.85925,135.17778,444.18295,6.3404512,135.17778,1974.6,5.2,15.3,881.0,4.7,258.7,4.8,0.5,1.1,0.0,3.27870755385161,4.61034748234531,8,,6,3.73050112880476,6.0,10.25
WWA,12078400,43.9,-123.131750387983,47.0522243508001,-1208.89,7.72343,0.56,0.22,0.14,0.01,0.01,0.01,0.04,0.0,0.0099999999999998,0.66,0.16,0.1,0.01,0.01,0.01,0.04,0.0,0.0099999999999998,0.75,0.1,0.07,0.01,0.01,0.02,0.04,0.0,0.0,12.411545,9.25134942467259,181.92067,210.47723,693.18372,49.907566,210.47723,2041.2,4.8,14.9,865.3,6.5,255.9,4.7,0.5,1.1,0.0,3.35669889672391,4.73400832619831,12,,11,3.80443779474821,10.0,9.85
WWA,12078650,1.2,-122.972410918111,47.0783653986652,-1413.0,0.0,0.51,0.08,0.11,0.02,0.03,0.25,0.01,0.0,-0.01,0.53,0.08,0.09,0.02,0.03,0.25,0.0,0.0,0.0,0.49,0.08,0.12,0.02,0.03,0.26,0.0,0.0,0.0,3.8697972,322.289556990448,46.883591,43.461231,61.613522,2.4348772,43.461231,1512.8,5.7,16.1,885.6,2.5,263.7,4.7,0.6,1.1,0.0,2.87667863280985,2.50695924417185,4,,2,0.78845736036427,2.0,10.9
WWA,12078730,12.8,-122.929692657331,46.9993462984758,-1413.0,0.0,0.07,0.05,0.11,0.06,0.05,0.65,0.0,0.0,0.01,0.07,0.05,0.11,0.06,0.04,0.66,0.0,0.0,0.01,0.08,0.04,0.11,0.06,0.05,0.67,0.01,0.0,-0.02,2.503016,0.233320189621594,56.225376,59.510677,153.90738,34.292725,59.510677,1440.5,5.6,16.1,881.2,2.8,265.2,4.6,0.6,1.0,0.0,1.28293353554178,1.48399672076424,3,,1,2.62466859216316,1.0,10.85
WWA,12079000,224.1,-122.472219866558,46.7804034994296,-1364.42,6.13966,0.61,0.17,0.15,0.02,0.03,0.01,0.0,0.0,0.0099999999999998,0.67,0.13,0.12,0.02,0.03,0.01,0.01,0.0,0.0099999999999998,0.71,0.13,0.09,0.02,0.03,0.01,0.01,0.0,0.0,15.008626,352.968196816575,421.20465,441.75534,1187.4803,108.45444,441.75534,1716.2,4.4,14.3,848.8,11.3,259.2,4.3,0.5,1.0,0.0,2.77894071006566,3.99543799627264,65,,69,5.41654474791269,60.0,9.35
WWA,12080000,399.3,-122.6097184648,46.8461857110582,-1371.65,3.83239,0.49,0.14,0.16,0.04,0.07,0.09,0.01,0.0,0.0,0.53,0.12,0.14,0.04,0.07,0.09,0.01,0.0,0.0,0.56,0.1,0.12,0.04,0.07,0.09,0.01,0.0,0.0099999999999998,9.9470291,340.213718011341,162.79523,292.95294,1187.4803,29.497566,292.95294,1549.6,4.9,15.0,862.9,7.7,261.9,4.3,0.6,1.0,0.0,2.44638456657309,2.60588052056716,13,,14,5.99221426599853,10.0,9.95
WWA,12080010,401.5,-122.611385516799,46.8470562528035,-1371.64,3.81265,0.49,0.14,0.16,0.04,0.07,0.09,0.01,0.0,0.0,0.53,0.12,0.14,0.04,0.07,0.09,0.01,0.0,0.0,0.56,0.1,0.12,0.04,0.07,0.1,0.01,0.0,0.0,9.9048252,340.678351309603,161.81842,291.62241,1187.4803,28.20932,291.62241,1548.4,4.9,15.0,863.0,7.7,261.9,4.3,0.6,1.0,0.0,2.51853374776652,2.89119484059237,42,,69,5.99769509685862,43.0,9.95
WWA,12080500,10.8,-122.855619846349,47.060539231657,-1413.0,0.0,0.05,0.04,0.11,0.09,0.07,0.63,0.0,0.0,0.01,0.05,0.04,0.12,0.08,0.07,0.63,0.0,0.0,0.01,0.06,0.03,0.11,0.08,0.06,0.66,0.0,0.0,0.0,2.2862551,348.982484451962,52.161667,53.00835,69.616982,37.099285,53.00835,1363.2,5.7,16.1,883.3,2.5,266.2,4.5,0.6,1.0,0.0,1.42443824918356,1.24999778793155,3,,1,2.46809953147162,1.0,10.9
WWA,12080650,28.2,-122.782936925091,47.0060094705429,-1402.98,2.99622,0.09,0.04,0.11,0.05,0.06,0.55,0.09,0.0,0.01,0.08,0.04,0.1,0.05,0.08,0.55,0.09,0.0,0.0099999999999998,0.07,0.04,0.09,0.05,0.07,0.59,0.09,0.0,1.11022302462516e-16,1.6519558,10.5030315233579,61.369926,61.097202,117.76319,45.80278,61.097202,1275.6,5.8,16.2,882.6,2.4,266.8,4.5,0.6,1.0,0.0,0.628956192957225,0.642903171232251,3,,1,3.37416870927424,1.0,11.0
WWA,12080670,32.2,-122.785636498123,47.0101531522657,-1404.19,2.62623,0.09,0.04,0.1,0.05,0.06,0.58,0.08,0.0,1.11022302462516e-16,0.09,0.04,0.1,0.05,0.07,0.58,0.08,0.0,-0.01,0.07,0.04,0.09,0.05,0.07,0.6,0.08,0.0,1.11022302462516e-16,1.5920656,12.4210693217561,60.238937,60.202774,117.76319,25.540976,60.202774,1277.6,5.8,16.2,882.7,2.4,266.8,4.5,0.6,1.0,0.0,0.196222887123459,0.443712710264215,3,,1,3.50254987592244,1.0,11.0
WWA,12081000,63.9,-122.788641034234,47.0368489464663,-1408.66,1.32425,0.14,0.05,0.1,0.04,0.05,0.57,0.04,0.0,0.01,0.13,0.05,0.1,0.04,0.06,0.57,0.04,0.0,0.01,0.12,0.05,0.09,0.04,0.06,0.61,0.04,0.0,-0.01,1.8597326,358.459767046271,61.515865,59.039009,119.11861,8.9660931,59.039009,1288.8,5.8,16.1,883.6,2.4,266.6,4.5,0.6,1.0,0.0,1.0011123075263,0.639354211345691,23,,40,4.17284762371004,20.0,10.95
WWA,12081010,1.3,-122.833162474554,47.0674019054213,-1413.0,0.0,0.13,0.11,0.22,0.04,0.05,0.45,0.0,0.0,0.0,0.13,0.11,0.21,0.04,0.05,0.45,0.0,0.0,0.01,0.14,0.1,0.16,0.04,0.06,0.5,0.0,0.0,0.0,2.5755355,40.6416730736173,48.647232,43.46159,63.150768,7.6057358,43.46159,1322.2,5.8,16.2,885.7,2.3,266.2,4.6,0.6,1.0,0.0,2.02504509797686,2.04941115394105,3,,1,0.832909122935104,0.0,11.0
WWA,12082500,349.9,-121.896036336067,46.7457804050509,-1234.06,7.25111,0.72,0.1,0.1,0.02,0.01,0.01,0.01,0.03,0.0,0.75,0.08,0.1,0.02,0.01,0.01,0.01,0.03,-0.01,0.78,0.05,0.09,0.02,0.01,0.01,0.01,0.03,0.0,20.494915,217.797837618593,1090.2151,1177.8513,4349.4565,437.87656,1177.8513,2624.0,1.5,10.1,722.2,502.7,278.8,4.3,0.5,1.0,0.0,5.50542331834299,4.39156377897923,69,5.4883289762332,69,5.86050128258917,74.0,5.8
WWA,12083000,196.3,-122.103626581783,46.6699072993168,-1198.83,5.8691,0.78,0.13,0.06,0.02,0.0,0.0,0.0,0.0,0.01,0.81,0.1,0.06,0.02,0.0,0.0,0.0,0.0,0.01,0.85,0.07,0.05,0.02,0.0,0.0,0.0,0.0,0.01,19.1182,299.04080646748,864.05847,836.63959,1594.7473,396.02237,836.63959,2259.6,3.1,12.3,791.4,37.9,261.7,4.4,0.5,1.0,0.0,4.83805726570673,6.27351564028718,65,,69,5.28472541302857,56.0,7.7
WWA,12087000,213.6,-122.139485730806,46.8308213303009,-1307.4,7.52091,0.72,0.14,0.11,0.02,0.0,0.01,0.0,0.0,0.0,0.72,0.14,0.1,0.02,0.01,0.01,0.0,0.0,0.0,0.77,0.12,0.08,0.02,0.01,0.01,0.0,0.0,-0.01,14.15764,279.046245881399,678.10986,698.7923,1486.4374,191.99689,698.7923,1964.1,3.6,13.0,816.2,29.9,263.6,4.2,0.5,1.0,0.0,2.70667429023359,3.70865807482854,36,,69,5.3687758301966,39.0,8.3
WWA,12088000,88.6,-122.202007646049,46.9042659983361,-1190.94,3.64166,0.5,0.23,0.2,0.02,0.02,0.01,0.01,0.0,0.01,0.62,0.18,0.13,0.03,0.02,0.01,0.01,0.0,0.0,0.72,0.14,0.07,0.02,0.02,0.01,0.01,0.0,0.01,10.735888,276.747713601147,479.63184,481.03732,1119.1427,159.86304,481.03732,1613.6,4.5,14.3,850.5,12.9,262.8,4.3,0.5,1.0,0.0,1.90500682982181,2.30371035732495,48,,69,4.49535531998088,51.0,9.4
WWA,12090500,164.0,-122.392721116334,47.0993099522185,-1476.97,0.15559,0.16,0.04,0.08,0.03,0.04,0.66,0.01,0.0,-0.02,0.15,0.04,0.08,0.02,0.03,0.67,0.01,0.0,0.0,0.15,0.03,0.07,0.02,0.03,0.68,0.01,0.0,0.0099999999999998,1.5660866,277.827656106747,123.38528,124.89935,190.56087,81.018463,124.89935,1147.8,5.9,15.8,902.0,3.8,264.9,4.5,0.6,1.0,0.0,0.609584146541227,0.717783305383675,33,,69,5.10594547390058,34.0,10.85
WWA,12091040,202.5,-122.412094713979,47.1117947674076,-1475.92,0.34243,0.13,0.03,0.07,0.02,0.03,0.7,0.01,0.0,0.01,0.13,0.03,0.07,0.02,0.03,0.71,0.01,0.0,0.0,0.13,0.03,0.06,0.02,0.03,0.72,0.01,0.0,0.0,1.5708698,278.45280716655,117.88849,117.81702,191.37178,40.794136,117.81702,1151.3,5.9,15.9,903.0,3.6,264.8,4.5,0.6,1.0,0.0,0.935463731225703,0.670385110072655,7,,5,5.31566600488265,5.0,10.9
WWA,12091050,12.6,-122.486031167131,47.2275101020699,-1442.16,0.0,0.02,0.01,0.03,0.01,0.01,0.92,0.0,0.0,0.0,0.02,0.01,0.03,0.01,0.01,0.92,0.0,0.0,0.0,0.02,0.01,0.03,0.01,0.01,0.92,0.0,0.0,0.0,3.269568,220.330212155598,96.676567,96.103683,132.2614,71.12365,96.103683,1187.1,6.2,15.8,914.5,2.6,263.3,4.7,0.6,1.1,0.0,0.022734113748488,0.102549553692107,5,,3,2.61006979274201,3.0,11.0
WWA,12091060,18.6,-122.48220230358,47.2186466579832,-1458.37,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,2.9939656,218.953778998495,93.488884,93.675186,132.2614,67.851791,93.675186,1182.6,6.2,15.8,914.3,2.8,263.5,4.7,0.6,1.1,0.0,0.565625804190135,1.07421490022063,13,,11,2.97552956623647,11.0,11.0
WWA,12091070,18.6,-122.482206364026,47.218620705429,-1458.39,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.01,0.93,0.0,0.0,0.0,2.9959862,219.304029890961,93.467865,93.662613,132.2614,67.851791,93.662613,1182.6,6.2,15.8,914.3,2.8,263.5,4.7,0.6,1.1,0.0,0.81412847402587,0.753751391682752,7,,5,2.97552956623647,5.0,11.0
WWA,12091700,10.6,-122.480372450799,47.4280068030714,-1413.0,0.0,0.54,0.1,0.13,0.04,0.1,0.09,0.0,0.0,0.0,0.55,0.09,0.13,0.04,0.1,0.09,0.0,0.0,0.0,0.55,0.08,0.13,0.04,0.09,0.1,0.0,0.0,0.01,4.270988,173.694868479032,101.91264,95.673965,140.91022,24.486874,95.673965,1259.2,6.5,15.6,934.9,2.4,260.0,4.4,0.6,1.1,0.0,1.3875445817736,1.81621161123088,8,,6,2.45100509811232,6.0,11.05
WWA,12092000,240.7,-121.905512839055,46.8696113720748,-1273.28,9.36955,0.63,0.11,0.17,0.01,0.0,0.01,0.01,0.05,0.0099999999999998,0.65,0.11,0.16,0.01,0.0,0.01,0.01,0.05,0.0,0.69,0.07,0.14,0.01,0.0,0.01,0.01,0.06,0.01,23.464481,277.928419016523,1284.5358,1414.7535,4381.957,500.61716,1414.7535,2636.2,0.8,8.9,701.5,753.7,277.6,4.2,0.5,1.0,0.0,5.46080383070401,3.97616798699174,62,5.41986016073975,61,5.48769728770944,66.0,4.8500000000000005
WWA,12093000,63.8,-122.172038313489,46.9547124514062,-1103.22,1.09565,0.41,0.31,0.19,0.04,0.01,0.01,0.03,0.0,0.0,0.67,0.16,0.09,0.04,0.01,0.01,0.03,0.0,-0.01,0.76,0.1,0.06,0.03,0.01,0.01,0.03,0.0,0.0,8.0367002,286.840185185278,489.14185,443.09692,934.38477,172.52794,443.09692,1492.0,4.7,14.5,859.7,9.7,261.2,4.3,0.5,1.0,0.0,2.10356944690931,2.3770554923652,8,,7,4.17130560335823,7.0,9.6
WWA,12093500,437.9,-122.006325374932,46.9114503350427,-1239.86,6.3447,0.57,0.18,0.17,0.01,0.01,0.01,0.01,0.03,0.0099999999999998,0.66,0.13,0.14,0.01,0.01,0.01,0.01,0.03,0.0,0.72,0.09,0.11,0.01,0.01,0.01,0.01,0.03,0.01,17.841238,280.728183929185,820.66687,1002.2997,4388.813,109.59635,1002.2997,2140.6,2.5,11.2,769.9,420.4,270.3,4.2,0.5,1.0,0.0,4.11194319100086,3.2600048578649,69,,69,6.08427159669419,74.0,6.85
WWA,12093900,197.6,-121.863226739528,46.9703592360833,-1317.13,7.12592,0.71,0.1,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.74,0.07,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.76,0.06,0.13,0.01,0.01,0.01,0.01,0.02,-0.01,24.485689,317.986399062362,1242.4868,1287.1453,4286.8516,406.35629,1287.1453,2364.8,1.3,9.2,717.4,473.0,271.2,4.1,0.5,1.0,0.0,5.48425307953013,4.68567612440284,14,,12,5.29129275161107,12.0,5.25
WWA,12094000,204.9,-121.868901015461,46.97182040088,-1320.06,7.03658,0.71,0.1,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.74,0.07,0.14,0.01,0.01,0.01,0.01,0.02,-0.01,0.76,0.06,0.12,0.01,0.01,0.01,0.01,0.02,0.0,24.08956,320.42755829696,1221.8015,1262.2018,4293.4727,371.31955,1262.2018,2333.3,1.4,9.4,722.7,454.2,270.7,4.1,0.5,1.0,0.0,5.25777543641793,4.74259271462155,57,,69,5.32739061403374,60.0,5.4
